sample_date,sample_time,activity_id,activity_type,characteristic,unit,value,status
2010-08-09,,IOWATROK_WQX-Snd1W080910F,Field Msr/Obs,pH,None,8.68,Final
2010-08-12,,IOWATROK_WQX-Snd1W081210F,Field Msr/Obs,pH,None,8.72,Final
2010-08-19,,IOWATROK_WQX-Snd1W081910F,Field Msr/Obs,pH,None,8.45,Final
2010-08-25,,IOWATROK_WQX-Snd1W082510F,Field Msr/Obs,pH,None,8.7,Final
2010-09-02,,IOWATROK_WQX-Snd1W090210F,Field Msr/Obs,pH,None,8.6,Final
2010-09-02,,IOWATROK_WQX-Snd1W090210F,Field Msr/Obs,pH,None,8.61,Final
2010-09-02,,IOWATROK_WQX-Snd1W090210F,Field Msr/Obs,pH,None,8.61,Final
2010-09-14,,IOWATROK_WQX-Snd1W091410F,Field Msr/Obs,pH,None,8.46,Final
2010-09-16,,IOWATROK_WQX-Snd1W091610F,Field Msr/Obs,pH,None,8.45,Final
2010-09-23,,IOWATROK_WQX-Snd1W092310F,Field Msr/Obs,pH,None,8.46,Final
2010-09-23,,IOWATROK_WQX-Snd1W092310F,Field Msr/Obs,pH,None,8.46,Final
2010-09-23,,IOWATROK_WQX-Snd1W092310F,Field Msr/Obs,pH,None,8.47,Final
2010-09-28,,IOWATROK_WQX-Snd1W092810F,Field Msr/Obs,pH,None,8.06,Final
2010-10-05,,IOWATROK_WQX-Snd1W100510F,Field Msr/Obs,pH,None,8.3,Final
2010-10-07,,IOWATROK_WQX-Snd1W100710F,Field Msr/Obs,pH,None,8.23,Final
2010-10-07,,IOWATROK_WQX-Snd1W100710F,Field Msr/Obs,pH,None,8.23,Final
2010-10-07,,IOWATROK_WQX-Snd1W100710F,Field Msr/Obs,pH,None,8.3,Final
2010-10-12,,IOWATROK_WQX-Snd1W101210F,Field Msr/Obs,pH,None,8.37,Final
2010-10-21,,IOWATROK_WQX-Snd1W102110F,Field Msr/Obs,pH,None,8.01,Final
2010-10-26,,IOWATROK_WQX-Snd1W102610F,Field Msr/Obs,pH,None,8.52,Final
2011-01-10,12:20:00,IOWATROK_WQX-SND1 1/10/11,Field Msr/Obs,pH,None,7.81,Final
2011-01-18,14:45:00,IOWATROK_WQX-SND1 1/18/11,Field Msr/Obs,pH,None,8.49,Final
2011-01-27,12:10:00,IOWATROK_WQX-SND1 1/27/11,Field Msr/Obs,pH,None,8.28,Final
2011-01-27,12:10:00,IOWATROK_WQX-SND1 1/27/11 FQC1,Quality Control Field Replicate Msr/Obs,pH,None,8.29,Final
2011-01-27,12:10:00,IOWATROK_WQX-SND1 1/27/11 FQC2,Quality Control Field Replicate Msr/Obs,pH,None,8.29,Final
2011-01-31,23:00:00,IOWATROK_WQX-SND1 1/31/11,Field Msr/Obs,pH,None,8.05,Final
2011-02-02,22:45:00,IOWATROK_WQX-SND1 2/2/11,Field Msr/Obs,pH,None,8.37,Final
2011-03-09,23:30:00,IOWATROK_WQX-SND1 3/9/11,Field Msr/Obs,pH,None,8.35,Final
2011-03-15,23:00:00,IOWATROK_WQX-SND1 3/15/11,Field Msr/Obs,pH,None,8.53,Final
2011-03-24,23:45:00,IOWATROK_WQX-SND1 3/24/11,Field Msr/Obs,pH,None,8.47,Final
2011-03-28,23:45:00,IOWATROK_WQX-SND1 3/28/11,Field Msr/Obs,pH,None,8.4,Final
2011-03-31,22:35:00,IOWATROK_WQX-SND1 3/31/11,Field Msr/Obs,pH,None,8.08,Final
2011-04-11,22:45:00,IOWATROK_WQX-SND1 4/11/11,Field Msr/Obs,pH,None,8.07,Final
2011-04-14,22:15:00,IOWATROK_WQX-SND1 4/14/11,Field Msr/Obs,pH,None,8.15,Final
2011-04-19,12:15:00,IOWATROK_WQX-SND1 4/19/11,Field Msr/Obs,pH,None,8.12,Final
2011-04-19,12:15:00,IOWATROK_WQX-SND1 4/19/11 FQC1,Quality Control Field Replicate Msr/Obs,pH,None,8.12,Final
2011-04-19,12:15:00,IOWATROK_WQX-SND1 4/19/11 FQC2,Quality Control Field Replicate Msr/Obs,pH,None,8.11,Final
2011-04-25,23:30:00,IOWATROK_WQX-SND1 4/25/11,Field Msr/Obs,pH,None,8.46,Final
2011-04-28,23:15:00,IOWATROK_WQX-SND1 4/28/11,Field Msr/Obs,pH,None,8.45,Final
2011-04-28,23:15:00,IOWATROK_WQX-SND1 4/28/11 FQC2,Quality Control Field Replicate Msr/Obs,pH,None,8.45,Final
2011-04-28,23:15:00,IOWATROK_WQX-SND1 4/28/11FQC1,Quality Control Field Replicate Msr/Obs,pH,None,8.45,Final
2011-05-09,23:10:00,IOWATROK_WQX-SND1 5/9/11,Field Msr/Obs,pH,None,8.36,Final
2011-05-11,23:20:00,IOWATROK_WQX-SND1 5/11/11,Field Msr/Obs,pH,None,8.35,Final
2011-05-23,12:15:00,IOWATROK_WQX-SND1 5/23/11,Field Msr/Obs,pH,None,8.76,Final
2011-05-25,22:30:00,IOWATROK_WQX-SND1 5/25/11,Field Msr/Obs,pH,None,8.7,Final
2011-05-31,22:45:00,IOWATROK_WQX-SND1 5/31/11,Field Msr/Obs,pH,None,8.7,Final
2011-06-02,22:45:00,IOWATROK_WQX-SND1 6/2/11,Field Msr/Obs,pH,None,8.2,Final
2011-06-06,23:00:00,IOWATROK_WQX-SND1 6/6/11,Field Msr/Obs,pH,None,8.17,Final
2011-06-08,22:15:00,IOWATROK_WQX-SND1 6/8/11,Field Msr/Obs,pH,None,8.17,Final
2011-06-13,21:45:00,IOWATROK_WQX-SND1 6/13/11,Field Msr/Obs,pH,None,8.16,Final
2011-06-23,13:05:00,IOWATROK_WQX-SND1 6/23/11,Field Msr/Obs,pH,None,8.45,Final
2011-07-11,23:00:00,IOWATROK_WQX-SND1 7/11/11,Field Msr/Obs,pH,None,8.89,Final
2011-07-13,22:15:00,IOWATROK_WQX-SND1 7/13/11,Field Msr/Obs,pH,None,8.48,Final
2012-01-10,23:15:00,IOWATROK_WQX-SND1 1/10/12,Field Msr/Obs,pH,None,8.12,Final
2012-01-19,23:30:00,IOWATROK_WQX-SND1 1/19/12,Field Msr/Obs,pH,None,8.26,Final
2012-01-24,23:30:00,IOWATROK_WQX-SND1 1/24/12,Field Msr/Obs,pH,None,8.16,Final
2012-01-26,14:15:00,IOWATROK_WQX-SND1 1/26/12,Field Msr/Obs,pH,None,8.15,Final
2012-01-31,23:30:00,IOWATROK_WQX-SND1 1/31/12,Field Msr/Obs,pH,None,8.28,Final
2012-01-31,23:30:00,IOWATROK_WQX-SND1 1/31/12 FQC1,Field Msr/Obs,pH,None,8.28,Final
2012-01-31,23:30:00,IOWATROK_WQX-SND1 1/31/12 FQC2,Field Msr/Obs,pH,None,8.28,Final
2012-03-07,23:30:00,IOWATROK_WQX-SND1 3/7/12,Field Msr/Obs,pH,None,8.25,Final
2012-03-15,22:15:00,IOWATROK_WQX-SND1 3/15/12,Field Msr/Obs,pH,None,8.05,Final
2012-03-21,22:15:00,IOWATROK_WQX-SND1 3/21/12,Field Msr/Obs,pH,None,8.07,Final
2012-03-29,23:45:00,IOWATROK_WQX-SND1 3/29/12,Field Msr/Obs,pH,None,8.24,Final
2012-04-04,22:15:00,IOWATROK_WQX-SND1 4/4/12,Field Msr/Obs,pH,None,7.94,Final
2012-04-04,22:15:00,IOWATROK_WQX-SND1 4/4/12FQC1,Quality Control Field Replicate Msr/Obs,pH,None,7.94,Final
2012-04-04,22:15:00,IOWATROK_WQX-SND1 4/4/12FQC2,Quality Control Field Replicate Msr/Obs,pH,None,7.94,Final
2012-04-10,14:30:00,IOWATROK_WQX-SND1 4/10/12,Field Msr/Obs,pH,None,7.92,Final
2012-04-17,12:10:00,IOWATROK_WQX-SND1 4/17/12,Field Msr/Obs,pH,None,7.91,Final
2012-04-19,22:15:00,IOWATROK_WQX-SND1 4/19/12,Field Msr/Obs,pH,None,7.9,Final
2012-04-23,22:15:00,IOWATROK_WQX-SND1 4/23/12,Field Msr/Obs,pH,None,7.9,Final
2012-05-09,22:30:00,IOWATROK_WQX-SND1 5/9/12,Field Msr/Obs,pH,None,8.1,Final
2012-05-15,22:30:00,IOWATROK_WQX-SND1 5/15/12,Field Msr/Obs,pH,None,8.1,Final
2012-05-17,22:45:00,IOWATROK_WQX-SND1 5/17/12,Field Msr/Obs,pH,None,8.11,Final
2012-05-24,12:00:00,IOWATROK_WQX-SND1 5/24/12,Field Msr/Obs,pH,None,8.1,Final
2012-05-31,23:15:00,IOWATROK_WQX-SND1 5/31/12,Field Msr/Obs,pH,None,8.1,Final
2012-06-05,22:45:00,IOWATROK_WQX-SND1 6/5/12,Field Msr/Obs,pH,None,8.1,Final
2012-06-18,22:15:00,IOWATROK_WQX-SND1 6/18/12,Field Msr/Obs,pH,None,8.11,Final
2012-06-21,22:00:00,IOWATROK_WQX-SND1 6/21/12,Field Msr/Obs,pH,None,8.1,Final
2012-06-21,22:00:00,IOWATROK_WQX-SND1 6/21/12 FQC2,Quality Control Field Replicate Msr/Obs,pH,None,8.1,Final
2012-06-21,22:00:00,IOWATROK_WQX-SND1 6/21/12FQC1,Quality Control Field Replicate Msr/Obs,pH,None,8.1,Final
2012-06-25,22:45:00,IOWATROK_WQX-SND1 6/25/12,Field Msr/Obs,pH,None,7.4,Final
2012-06-28,22:52:00,IOWATROK_WQX-SND1 6/28/12,Field Msr/Obs,pH,None,7.84,Final
2012-07-10,22:15:00,IOWATROK_WQX-SND1 7/10/12,Field Msr/Obs,pH,None,7.94,Final
2012-07-17,22:30:00,IOWATROK_WQX-SND1 7/17/12,Field Msr/Obs,pH,None,7.84,Final
2012-07-17,22:30:00,IOWATROK_WQX-SND1 7/17/12 FQC1,Quality Control Field Replicate Msr/Obs,pH,None,7.88,Final
2012-07-17,22:30:00,IOWATROK_WQX-SND1 7/17/12 FQC2,Quality Control Field Replicate Msr/Obs,pH,None,7.88,Final
2012-07-24,22:45:00,IOWATROK_WQX-SND1 7/24/12,Field Msr/Obs,pH,None,7.98,Final
2012-07-26,13:19:00,IOWATROK_WQX-SND1 7/26/12,Field Msr/Obs,pH,None,7.99,Final
2012-07-26,13:19:00,IOWATROK_WQX-SND1 7/26/12 FQC2,Field Msr/Obs,pH,None,7.97,Final
2012-07-26,13:19:00,IOWATROK_WQX-SND1 7/26/15 FQC1,Field Msr/Obs,pH,None,7.98,Final
2012-07-31,22:30:00,IOWATROK_WQX-SND1 7/31/12,Field Msr/Obs,pH,None,7.99,Final
2013-01-08,,IOWATROK_WQX-SND1 1-8,Field Msr/Obs,pH,None,9.86,Final
2013-01-17,,IOWATROK_WQX-SND1 1-17,Field Msr/Obs,pH,None,11.83,Final
2013-01-24,,IOWATROK_WQX-SND1 1-24,Field Msr/Obs,pH,None,9.55,Final
2013-01-28,,IOWATROK_WQX-S1QC 1-28,Quality Control Field Replicate Msr/Obs,pH,None,9.87,Final
2013-01-28,,IOWATROK_WQX-SND1 1-28,Field Msr/Obs,pH,None,9.87,Final
2013-03-04,,IOWATROK_WQX-SND1 3-4,Field Msr/Obs,pH,None,9.16,Final
2013-03-12,,IOWATROK_WQX-SND1 3-12,Field Msr/Obs,pH,None,9.13,Final
2013-03-19,,IOWATROK_WQX-SND1 3-19,Field Msr/Obs,pH,None,9.54,Final
2013-03-25,,IOWATROK_WQX-SND1 3-25,Field Msr/Obs,pH,None,9.2,Final
2013-04-17,,IOWATROK_WQX-SND1 4-17,Field Msr/Obs,pH,None,8.55,Final
2013-04-17,,IOWATROK_WQX-SND1 4-17,Field Msr/Obs,pH,None,8.62,Final
2013-05-28,,IOWATROK_WQX-SND1 5-28,Field Msr/Obs,pH,None,8.26,Final
2013-06-11,,IOWATROK_WQX-SND1 7-11,Field Msr/Obs,pH,None,8.35,Final
2013-06-22,,IOWATROK_WQX-SND1 7-22,Field Msr/Obs,pH,None,9.32,Final
2013-09-12,,IOWATROK_WQX-SND1 9-12,Field Msr/Obs,pH,None,9.98,Final
2013-09-12,,IOWATROK_WQX-SND1QC 9-12,Quality Control Field Replicate Msr/Obs,pH,None,9.98,Final
2013-09-19,,IOWATROK_WQX-SND1 9-19,Field Msr/Obs,pH,None,8.12,Final
2013-09-25,,IOWATROK_WQX-SND1 9-25,Field Msr/Obs,pH,None,8.41,Final
2014-03-11,14:17:00,IOWATROK_WQX-SND1 03/11/14,Field Msr/Obs,pH,None,8.37,Final
2014-03-13,10:05:00,IOWATROK_WQX-SND1 03/13/14,Field Msr/Obs,pH,None,8.07,Final
2014-03-27,10:03:00,IOWATROK_WQX-SND1 03/27/14,Field Msr/Obs,pH,None,8.25,Final
2014-03-31,11:01:00,IOWATROK_WQX-SND1 03/31/14,Field Msr/Obs,pH,None,8.14,Final
2014-04-02,13:16:00,IOWATROK_WQX-SND1 04/02/14,Field Msr/Obs,pH,None,8.45,Final
2014-04-09,10:22:00,IOWATROK_WQX-SND1 04/09/14,Field Msr/Obs,pH,None,8.4,Final
2014-04-23,10:33:00,IOWATROK_WQX-SND1 04/23/14,Field Msr/Obs,pH,None,8.37,Final
2014-04-29,11:19:00,IOWATROK_WQX-SND1 04/29/14,Field Msr/Obs,pH,None,8.51,Final
2014-05-07,10:19:00,IOWATROK_WQX-SND1 05/07/14,Field Msr/Obs,pH,None,7.86,Final
2014-05-13,12:21:00,IOWATROK_WQX-SND1 05/13/14,Field Msr/Obs,pH,None,8.27,Final
2014-05-13,12:21:00,IOWATROK_WQX-SND1QC 05/13/14,Field Msr/Obs,pH,None,8.29,Final
2017-03-28,08:43:00,IOWATROK_WQX-SND1:201703280843:FM,Field Msr/Obs,pH,None,7.98,Final
2017-03-30,08:40:00,IOWATROK_WQX-SND1:201703300840:FM,Field Msr/Obs,pH,None,7.28,Final
2017-04-04,08:56:00,IOWATROK_WQX-SND1:201704040856:FM,Field Msr/Obs,pH,None,7.8,Final
2017-05-02,08:35:45,IOWATROK_WQX-SND1:201705020835:FM,Field Msr/Obs,pH,None,7.77,Final
2017-05-02,09:35:00,IOWATROK_WQX-SND1:201705020935:FM,Field Msr/Obs,pH,None,7.77,Final
