map_date,none,d0,d1,d2,d3,d4
2018-10-09,100.0,0.0,0.0,0.0,0.0,0.0
2018-10-16,100.0,0.0,0.0,0.0,0.0,0.0
2018-10-23,77.78,22.22,0.0,0.0,0.0,0.0
2018-10-30,77.78,22.22,0.0,0.0,0.0,0.0
2018-11-06,57.7,42.3,1.31,0.0,0.0,0.0
2018-11-13,57.7,42.3,1.31,0.0,0.0,0.0
2018-11-20,57.7,42.3,1.31,0.0,0.0,0.0
2018-11-27,42.45,57.55,28.6,0.0,0.0,0.0
2018-12-04,42.45,57.55,28.6,0.0,0.0,0.0
2018-12-11,10.16,89.84,28.6,0.0,0.0,0.0
2018-12-18,0.0,100.0,10.0,0.0,0.0,0.0
2018-12-25,0.0,100.0,10.0,0.0,0.0,0.0
2019-01-01,89.98,10.02,0.0,0.0,0.0,0.0
2019-01-08,100.0,0.0,0.0,0.0,0.0,0.0
2019-01-15,100.0,0.0,0.0,0.0,0.0,0.0
2019-01-22,100.0,0.0,0.0,0.0,0.0,0.0
2019-01-29,100.0,0.0,0.0,0.0,0.0,0.0
2019-02-05,100.0,0.0,0.0,0.0,0.0,0.0
2019-02-12,100.0,0.0,0.0,0.0,0.0,0.0
2019-02-19,100.0,0.0,0.0,0.0,0.0,0.0
2019-02-26,100.0,0.0,0.0,0.0,0.0,0.0
2019-03-05,100.0,0.0,0.0,0.0,0.0,0.0
2019-03-12,100.0,0.0,0.0,0.0,0.0,0.0
2019-03-19,100.0,0.0,0.0,0.0,0.0,0.0
2019-03-26,100.0,0.0,0.0,0.0,0.0,0.0
2019-04-02,100.0,0.0,0.0,0.0,0.0,0.0
2019-04-09,100.0,0.0,0.0,0.0,0.0,0.0
2019-04-16,100.0,0.0,0.0,0.0,0.0,0.0
2019-04-23,100.0,0.0,0.0,0.0,0.0,0.0
2019-04-30,100.0,0.0,0.0,0.0,0.0,0.0
2019-05-07,100.0,0.0,0.0,0.0,0.0,0.0
2019-05-14,100.0,0.0,0.0,0.0,0.0,0.0
2019-05-21,100.0,0.0,0.0,0.0,0.0,0.0
2019-05-28,100.0,0.0,0.0,0.0,0.0,0.0
2019-06-04,100.0,0.0,0.0,0.0,0.0,0.0
2019-06-11,100.0,0.0,0.0,0.0,0.0,0.0
2019-06-18,100.0,0.0,0.0,0.0,0.0,0.0
2019-06-25,100.0,0.0,0.0,0.0,0.0,0.0
2019-07-02,100.0,0.0,0.0,0.0,0.0,0.0
2019-07-09,100.0,0.0,0.0,0.0,0.0,0.0
2019-07-16,100.0,0.0,0.0,0.0,0.0,0.0
2019-07-23,100.0,0.0,0.0,0.0,0.0,0.0
2019-07-30,100.0,0.0,0.0,0.0,0.0,0.0
2019-08-06,67.49,32.51,0.0,0.0,0.0,0.0
2019-08-13,100.0,0.0,0.0,0.0,0.0,0.0
2019-08-20,100.0,0.0,0.0,0.0,0.0,0.0
2019-08-27,100.0,0.0,0.0,0.0,0.0,0.0
2019-09-03,100.0,0.0,0.0,0.0,0.0,0.0
2019-09-10,100.0,0.0,0.0,0.0,0.0,0.0
2019-09-17,100.0,0.0,0.0,0.0,0.0,0.0
2019-09-24,100.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,100.0,0.0,0.0,0.0,0.0,0.0
2019-10-08,100.0,0.0,0.0,0.0,0.0,0.0
2019-10-15,100.0,0.0,0.0,0.0,0.0,0.0
2019-10-22,98.18,1.82,0.0,0.0,0.0,0.0
2019-10-29,100.0,0.0,0.0,0.0,0.0,0.0
2019-11-05,100.0,0.0,0.0,0.0,0.0,0.0
2019-11-12,100.0,0.0,0.0,0.0,0.0,0.0
2019-11-19,100.0,0.0,0.0,0.0,0.0,0.0
2019-11-26,100.0,0.0,0.0,0.0,0.0,0.0
2019-12-03,100.0,0.0,0.0,0.0,0.0,0.0
2019-12-10,100.0,0.0,0.0,0.0,0.0,0.0
2019-12-17,100.0,0.0,0.0,0.0,0.0,0.0
2019-12-24,100.0,0.0,0.0,0.0,0.0,0.0
2019-12-31,100.0,0.0,0.0,0.0,0.0,0.0
2020-01-07,100.0,0.0,0.0,0.0,0.0,0.0
2020-01-14,49.51,50.49,0.0,0.0,0.0,0.0
2020-01-21,100.0,0.0,0.0,0.0,0.0,0.0
2020-01-28,100.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,100.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,100.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,100.0,0.0,0.0,0.0,0.0,0.0
2020-02-25,100.0,0.0,0.0,0.0,0.0,0.0
2020-03-03,100.0,0.0,0.0,0.0,0.0,0.0
2020-03-10,100.0,0.0,0.0,0.0,0.0,0.0
2020-03-17,100.0,0.0,0.0,0.0,0.0,0.0
2020-03-24,100.0,0.0,0.0,0.0,0.0,0.0
2020-03-31,100.0,0.0,0.0,0.0,0.0,0.0
2020-04-07,100.0,0.0,0.0,0.0,0.0,0.0
2020-04-14,100.0,0.0,0.0,0.0,0.0,0.0
2020-04-21,100.0,0.0,0.0,0.0,0.0,0.0
2020-04-28,100.0,0.0,0.0,0.0,0.0,0.0
2020-05-05,100.0,0.0,0.0,0.0,0.0,0.0
2020-05-12,100.0,0.0,0.0,0.0,0.0,0.0
2020-05-19,66.09,33.91,0.0,0.0,0.0,0.0
2020-05-26,66.09,33.91,0.0,0.0,0.0,0.0
2020-06-02,62.26,37.74,0.0,0.0,0.0,0.0
2020-06-09,0.0,100.0,38.26,0.0,0.0,0.0
2020-06-16,0.0,100.0,99.67,1.43,0.0,0.0
2020-06-23,0.0,100.0,31.01,1.43,0.0,0.0
2020-06-30,0.0,100.0,100.0,1.43,0.0,0.0
2020-07-07,0.0,100.0,100.0,24.55,0.0,0.0
2020-07-14,0.0,100.0,100.0,0.0,0.0,0.0
2020-07-21,0.0,100.0,100.0,0.0,0.0,0.0
2020-07-28,0.0,100.0,68.02,0.0,0.0,0.0
2020-08-04,51.69,48.31,36.43,0.0,0.0,0.0
2020-08-11,59.86,40.14,7.66,0.0,0.0,0.0
2020-08-18,65.8,34.2,0.0,0.0,0.0,0.0
2020-08-25,65.8,34.2,0.0,0.0,0.0,0.0
2020-09-01,100.0,0.0,0.0,0.0,0.0,0.0
2020-09-08,100.0,0.0,0.0,0.0,0.0,0.0
2020-09-15,100.0,0.0,0.0,0.0,0.0,0.0
2020-09-22,100.0,0.0,0.0,0.0,0.0,0.0
2020-09-29,95.9,4.1,0.0,0.0,0.0,0.0
2020-10-06,11.83,88.17,0.77,0.0,0.0,0.0
2020-10-13,0.0,100.0,23.62,0.0,0.0,0.0
2020-10-20,0.0,100.0,23.62,0.0,0.0,0.0
2020-10-27,7.62,92.38,14.67,0.0,0.0,0.0
2020-11-03,100.0,0.0,0.0,0.0,0.0,0.0
2020-11-10,100.0,0.0,0.0,0.0,0.0,0.0
2020-11-17,100.0,0.0,0.0,0.0,0.0,0.0
2020-11-24,100.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,100.0,0.0,0.0,0.0,0.0,0.0
2020-12-08,100.0,0.0,0.0,0.0,0.0,0.0
2020-12-15,100.0,0.0,0.0,0.0,0.0,0.0
2020-12-22,100.0,0.0,0.0,0.0,0.0,0.0
2020-12-29,100.0,0.0,0.0,0.0,0.0,0.0
2021-01-05,100.0,0.0,0.0,0.0,0.0,0.0
2021-01-12,100.0,0.0,0.0,0.0,0.0,0.0
2021-01-19,100.0,0.0,0.0,0.0,0.0,0.0
2021-01-26,100.0,0.0,0.0,0.0,0.0,0.0
2021-02-02,100.0,0.0,0.0,0.0,0.0,0.0
2021-02-09,100.0,0.0,0.0,0.0,0.0,0.0
2021-02-16,100.0,0.0,0.0,0.0,0.0,0.0
2021-02-23,100.0,0.0,0.0,0.0,0.0,0.0
2021-03-02,100.0,0.0,0.0,0.0,0.0,0.0
2021-03-09,100.0,0.0,0.0,0.0,0.0,0.0
2021-03-16,100.0,0.0,0.0,0.0,0.0,0.0
2021-03-23,100.0,0.0,0.0,0.0,0.0,0.0
2021-03-30,100.0,0.0,0.0,0.0,0.0,0.0
2021-04-06,100.0,0.0,0.0,0.0,0.0,0.0
2021-04-13,100.0,0.0,0.0,0.0,0.0,0.0
2021-04-20,100.0,0.0,0.0,0.0,0.0,0.0
2021-04-27,100.0,0.0,0.0,0.0,0.0,0.0
2021-05-04,100.0,0.0,0.0,0.0,0.0,0.0
2021-05-11,100.0,0.0,0.0,0.0,0.0,0.0
2021-05-18,100.0,0.0,0.0,0.0,0.0,0.0
2021-05-25,100.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,100.0,0.0,0.0,0.0,0.0,0.0
2021-06-08,100.0,0.0,0.0,0.0,0.0,0.0
2021-06-15,100.0,0.0,0.0,0.0,0.0,0.0
2021-06-22,83.94,16.06,0.0,0.0,0.0,0.0
2021-06-29,100.0,0.0,0.0,0.0,0.0,0.0
2021-07-06,100.0,0.0,0.0,0.0,0.0,0.0
2021-07-13,100.0,0.0,0.0,0.0,0.0,0.0
2021-07-20,100.0,0.0,0.0,0.0,0.0,0.0
2021-07-27,100.0,0.0,0.0,0.0,0.0,0.0
2021-08-03,100.0,0.0,0.0,0.0,0.0,0.0
2021-08-10,97.41,2.59,0.0,0.0,0.0,0.0
2021-08-17,97.41,2.59,0.0,0.0,0.0,0.0
2021-08-24,97.41,2.59,0.0,0.0,0.0,0.0
2021-08-31,97.41,2.59,0.0,0.0,0.0,0.0
2021-09-07,65.61,34.39,0.0,0.0,0.0,0.0
2021-09-14,14.14,85.86,13.46,0.0,0.0,0.0
2021-09-21,0.0,100.0,78.14,1.64,0.0,0.0
2021-09-28,0.0,100.0,100.0,1.64,0.0,0.0
2021-10-05,0.0,100.0,90.35,30.99,0.0,0.0
2021-10-12,0.0,100.0,32.17,0.0,0.0,0.0
2021-10-19,0.0,100.0,32.5,0.0,0.0,0.0
2021-10-26,0.0,100.0,32.5,0.0,0.0,0.0
2021-11-02,2.75,97.25,32.0,0.0,0.0,0.0
2021-11-09,2.75,97.25,32.0,0.0,0.0,0.0
2021-11-16,13.33,86.67,32.0,0.0,0.0,0.0
2021-11-23,13.33,86.67,32.0,0.0,0.0,0.0
2021-11-30,13.33,86.67,44.63,0.0,0.0,0.0
2021-12-07,0.0,100.0,86.64,0.0,0.0,0.0
2021-12-14,0.0,100.0,87.1,0.0,0.0,0.0
2021-12-21,0.0,100.0,89.52,0.0,0.0,0.0
2021-12-28,0.0,100.0,100.0,89.94,0.0,0.0
2022-01-04,0.0,100.0,100.0,89.94,0.0,0.0
2022-01-11,0.0,100.0,100.0,91.25,0.0,0.0
2022-01-18,0.0,100.0,100.0,91.25,0.0,0.0
2022-01-25,0.0,100.0,100.0,97.72,0.0,0.0
2022-02-01,0.0,100.0,100.0,97.72,0.0,0.0
2022-02-08,0.0,100.0,100.0,97.5,0.0,0.0
2022-02-15,0.0,100.0,100.0,97.72,23.52,0.0
2022-02-22,0.0,100.0,100.0,97.72,23.52,0.0
2022-03-01,0.0,100.0,100.0,97.72,23.52,0.0
2022-03-08,0.0,100.0,100.0,97.72,23.52,0.0
2022-03-15,0.0,100.0,100.0,97.72,23.52,0.0
2022-03-22,0.0,100.0,99.12,23.52,0.0,0.0
2022-03-29,0.0,100.0,99.35,23.52,0.0,0.0
2022-04-05,0.0,100.0,99.35,23.52,0.0,0.0
2022-04-12,0.0,100.0,99.33,23.52,0.0,0.0
2022-04-19,0.0,100.0,99.33,23.52,0.0,0.0
2022-04-26,0.0,100.0,99.33,23.52,0.0,0.0
2022-05-03,0.0,100.0,99.33,23.52,0.0,0.0
2022-05-10,4.4,95.6,25.11,0.49,0.0,0.0
2022-05-17,4.4,95.6,25.11,0.49,0.0,0.0
2022-05-24,97.67,2.33,0.0,0.0,0.0,0.0
2022-05-31,97.67,2.33,0.0,0.0,0.0,0.0
2022-06-07,100.0,0.0,0.0,0.0,0.0,0.0
2022-06-14,100.0,0.0,0.0,0.0,0.0,0.0
2022-06-21,100.0,0.0,0.0,0.0,0.0,0.0
2022-06-28,100.0,0.0,0.0,0.0,0.0,0.0
2022-07-05,100.0,0.0,0.0,0.0,0.0,0.0
2022-07-12,0.0,100.0,0.0,0.0,0.0,0.0
2022-07-19,0.0,100.0,100.0,0.0,0.0,0.0
2022-07-26,0.0,100.0,100.0,100.0,0.0,0.0
2022-08-02,0.0,100.0,100.0,100.0,0.0,0.0
2022-08-09,0.0,100.0,100.0,100.0,0.0,0.0
2022-08-16,0.0,100.0,100.0,100.0,0.0,0.0
2022-08-23,0.0,100.0,100.0,100.0,0.0,0.0
2022-08-30,0.0,100.0,100.0,74.49,0.0,0.0
2022-09-06,0.0,100.0,100.0,75.32,0.0,0.0
2022-09-13,0.0,100.0,100.0,75.32,0.0,0.0
2022-09-20,0.0,100.0,100.0,100.0,43.09,0.0
2022-09-27,0.0,100.0,100.0,100.0,72.01,0.0
2022-10-04,0.0,100.0,100.0,100.0,71.95,0.0
2022-10-11,0.0,100.0,100.0,100.0,100.0,0.0
2022-10-18,0.0,100.0,100.0,100.0,100.0,0.0
2022-10-25,0.0,100.0,100.0,100.0,100.0,0.0
2022-11-01,0.0,100.0,100.0,100.0,100.0,0.0
2022-11-08,0.0,100.0,100.0,100.0,100.0,0.03
2022-11-15,0.0,100.0,100.0,100.0,100.0,0.0
2022-11-22,0.0,100.0,100.0,100.0,100.0,0.0
2022-11-29,0.0,100.0,100.0,100.0,100.0,0.0
2022-12-06,0.0,100.0,100.0,100.0,100.0,0.0
2022-12-13,0.0,100.0,100.0,100.0,100.0,0.0
2022-12-20,0.0,100.0,100.0,100.0,100.0,0.0
2022-12-27,0.0,100.0,100.0,100.0,100.0,0.0
2023-01-03,0.0,100.0,100.0,100.0,100.0,0.0
2023-01-10,0.0,100.0,100.0,100.0,100.0,0.0
2023-01-17,0.0,100.0,100.0,100.0,100.0,0.0
2023-01-24,0.0,100.0,100.0,100.0,100.0,0.0
2023-01-31,0.0,100.0,100.0,100.0,100.0,0.0
2023-02-07,0.0,100.0,100.0,100.0,100.0,0.0
2023-02-14,0.0,100.0,100.0,100.0,71.15,0.0
2023-02-21,0.0,100.0,100.0,100.0,71.15,0.0
2023-02-28,0.0,100.0,100.0,100.0,71.15,0.0
2023-03-07,0.0,100.0,100.0,100.0,71.15,0.0
2023-03-14,0.0,100.0,100.0,100.0,71.15,0.0
2023-03-21,0.0,100.0,100.0,100.0,71.15,0.0
2023-03-28,0.0,100.0,100.0,93.83,71.15,0.0
2023-04-04,0.0,100.0,100.0,93.83,71.15,0.0
2023-04-11,0.0,100.0,100.0,93.83,72.13,0.0
2023-04-18,0.0,100.0,100.0,93.83,72.13,0.01
2023-04-25,0.0,100.0,100.0,93.83,72.13,0.01
2023-05-02,0.0,100.0,93.37,72.17,0.01,0.0
2023-05-09,0.0,100.0,93.38,72.1,0.01,0.0
2023-05-16,3.8,96.2,80.79,1.72,0.0,0.0
2023-05-23,5.17,94.83,71.23,0.0,0.0,0.0
2023-05-30,5.48,94.52,71.23,0.0,0.0,0.0
2023-06-06,4.81,95.19,70.91,0.0,0.0,0.0
2023-06-13,4.81,95.19,70.2,0.0,0.0,0.0
2023-06-20,0.0,100.0,70.2,0.0,0.0,0.0
2023-06-27,0.0,100.0,70.2,0.0,0.0,0.0
2023-07-04,0.0,100.0,71.09,0.0,0.0,0.0
2023-07-11,0.0,100.0,16.35,0.0,0.0,0.0
2023-07-18,0.0,100.0,16.35,0.0,0.0,0.0
2023-07-25,0.0,100.0,16.35,0.0,0.0,0.0
2023-08-01,0.0,100.0,16.35,0.0,0.0,0.0
2023-08-08,83.64,16.36,0.0,0.0,0.0,0.0
